,"data[, 1]",default,Predicted_data,CreditLimit,Sex,Education,MaritalStatus,Age,RPStatusSep,RPStatusAug,RPStatusJuly,RPStatusJune,RPStatusApril,BILL_AMT_August,BILL_AMT_July,BILL_AMT_May,BILL_AMT_April,PAY_AMT_Sept,PAY_AMT_August,PAY_AMT_July,PAY_AMT_June,PAY_AMT_May,PAY_AMT_April,Predicted_data
840,840,1,0,500000,1,1,1,43,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
844,844,1,0,110000,2,2,2,33,1,-2,-2,-2,-1,0,0,0,150,0,0,0,0,300,102,0
850,850,0,0,80000,2,3,1,57,-1,2,-1,0,0,726,15400,15000,15000,0,15400,0,0,0,100,0
852,852,0,0,30000,1,2,2,32,1,2,2,0,0,30819,29214,23384,22428,2500,0,910,1000,1000,1000,0
857,857,1,0,40000,2,1,2,29,0,0,2,2,2,29425,30145,33893,34487,3400,1500,0,5000,1300,0,0
861,861,0,0,50000,1,1,2,26,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
862,862,0,0,260000,1,1,1,41,-2,-2,-1,0,0,2853,38836,47201,46199,3552,38836,20000,15000,15000,10000,0
870,870,0,0,290000,2,2,2,34,0,0,0,0,0,315048,314085,315820,305498,12012,12012,11016,11088,12031,12031,0
874,874,0,0,180000,1,1,1,45,-1,-1,-1,-1,-1,3310,7226,2832,1890,3310,7228,5060,2832,1890,2576,0
884,884,0,0,50000,1,3,2,57,0,0,0,0,0,48455,48120,29046,29647,1988,1989,1018,1054,1084,1048,0
895,895,1,0,240000,2,2,1,37,-1,-1,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
899,899,1,0,90000,2,3,3,51,0,0,0,0,0,12340,13349,13904,14184,1212,1221,1148,0,510,525,0
904,904,0,0,100000,1,3,1,50,0,0,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
908,908,0,0,120000,2,2,2,26,0,0,0,0,0,12399,4199,674,0,1500,1000,682,0,0,738,0
912,912,0,0,500000,1,1,2,32,-1,0,0,0,0,387910,293177,253443,253671,25016,20018,10000,79377,52778,10000,0
918,918,1,0,120000,1,1,2,32,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
921,921,0,0,260000,2,1,2,33,1,-2,-2,-2,-1,0,0,1980,2500,0,0,0,1980,2500,0,0
922,922,0,0,50000,2,1,2,24,0,0,0,2,0,28300,31900,31837,32555,1800,4400,0,1400,1400,1400,0
924,924,0,0,20000,2,1,2,24,-1,-1,2,-1,-1,796,398,398,716,796,0,796,0,716,12111,0
926,926,1,0,180000,1,1,2,27,-2,-1,2,2,-2,14688,14040,13440,13080,3500,0,0,0,0,0,0
927,927,0,0,20000,1,2,1,46,0,0,0,0,0,6767,8145,8324,8490,1122,1500,291,302,304,319,0
929,929,0,0,180000,2,1,2,36,-2,-2,-2,-2,-2,21197,11936,9210,17795,21197,11936,40420,9210,17795,6915,0
930,930,0,0,200000,1,1,1,34,-2,-2,-2,-2,-2,4006,941,2945,1143,4034,945,2366,2947,1143,744,0
942,942,0,0,50000,1,2,1,44,-1,-1,-1,-1,-1,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,0
943,943,0,0,330000,2,1,1,37,-1,-1,-1,-1,-1,3403,0,5882,1013,3523,0,5882,0,1013,0,0
946,946,0,0,360000,2,1,2,29,0,0,-1,-1,-1,8174,1004,646,3508,1000,1004,1004,646,3508,0,0
948,948,0,0,50000,1,2,1,59,0,0,0,0,0,48479,49520,19539,19791,2169,2210,680,855,726,687,0
953,953,0,0,500000,2,3,2,42,-2,-1,-1,0,0,26146,104279,101945,90193,29987,104279,2085,1130,45551,0,0
963,963,0,0,200000,1,2,2,31,0,0,0,0,0,35879,26043,29082,31647,3000,2000,2000,2000,3000,4000,0
964,964,0,0,30000,1,2,2,30,-1,0,0,0,0,28672,29622,24536,22913,1600,1500,1000,1000,1000,1000,0
966,966,0,0,500000,1,1,1,36,0,0,0,0,0,292920,291760,274632,266669,20007,20026,20020,10017,15024,10002,0
967,967,0,0,30000,1,1,2,28,1,-2,-1,-1,-2,0,1310,0,0,0,1310,816,0,0,0,0
970,970,0,0,180000,2,2,1,32,0,0,0,0,-1,30670,6428,2708,54024,2000,1000,0,2708,54024,2000,0
971,971,1,0,300000,1,1,1,42,-1,0,0,-1,0,61834,25145,19453,10492,20979,5000,37676,8808,2000,2709,0
972,972,0,0,130000,2,2,1,33,0,0,0,0,0,133393,132211,101083,101597,7010,6657,3899,3952,3900,4000,0
974,974,0,0,150000,2,1,3,30,-2,-2,-2,-2,-2,6527,2168,1373,-1,8589,2500,0,1380,0,2050,0
981,981,0,0,70000,2,1,2,24,0,0,0,0,0,65248,62958,59482,60883,3000,2190,2201,2181,2413,1952,0
988,988,0,0,380000,1,3,1,53,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
989,989,0,1,360000,2,2,2,25,2,2,2,2,2,290690,284059,297916,279503,10792,0,15000,5800,0,126685,1
991,991,0,0,50000,2,3,1,39,0,0,2,-1,0,59727,142,30510,31276,7876,161,74354,927,1089,9100,0
994,994,1,0,360000,2,1,2,25,0,0,0,0,-2,169426,68810,0,0,7004,1793,2757,0,0,0,0
995,995,1,0,290000,2,1,2,29,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
997,997,0,0,140000,1,1,1,45,0,0,0,0,2,40799,41853,45433,46383,1600,1600,3169,1700,1700,1495,0
1002,1002,0,0,200000,2,2,1,28,0,0,0,0,0,86790,8441,103541,3632,5000,2000,89000,6500,91,1504,0
1004,1004,1,0,360000,1,1,2,36,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
1007,1007,0,0,200000,2,2,2,36,-1,-1,-1,-2,-1,4068,0,0,980,4077,0,0,0,980,0,0
1010,1010,0,0,80000,2,1,2,27,0,0,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
1011,1011,0,0,280000,1,1,2,31,0,0,0,0,2,170564,150666,133536,132964,8833,12005,5000,8000,3000,5000,0
1012,1012,0,0,410000,2,1,1,31,-1,-1,2,2,-2,2041,630,-1591,-2303,2051,5,266,266,253,6384,0
1013,1013,0,0,450000,1,1,2,38,-1,0,-1,-1,-1,53311,10920,22809,12415,30323,10973,8112,22923,12476,6728,0
1021,1021,0,0,70000,1,1,3,57,0,0,0,0,0,70352,69936,65942,62495,2667,2321,2391,2316,2466,1451,0
1023,1023,0,0,210000,2,3,1,37,-2,-2,-2,-2,-2,109115,101912,60767,41150,5000,5000,2500,2800,2000,0,0
1024,1024,0,0,200000,2,1,1,35,-1,0,0,0,0,10971,11817,18239,14527,1219,1165,7865,592,807,679,0
1027,1027,0,0,300000,1,2,2,31,0,0,0,-1,-1,35674,34979,2166,765,1600,2600,510,903,765,773,0
1028,1028,0,0,450000,2,1,2,41,-1,-1,-1,-1,-1,75083,25273,27745,1990,75459,25413,85784,27856,2000,1900,0
1030,1030,1,1,30000,2,2,1,67,2,2,0,0,2,29038,27737,30124,26855,0,1500,2182,1200,0,2302,1
1032,1032,0,0,170000,1,1,2,33,-1,-1,-1,-1,-1,1100,500,1500,600,1105,500,2499,1500,600,2100,0
1036,1036,1,0,60000,1,2,2,27,1,2,0,0,2,42381,46663,50734,49764,0,5000,4000,1800,0,2000,0
1037,1037,0,0,150000,1,1,2,23,0,0,0,0,0,83376,79726,78038,78321,78016,3048,4000,3500,3000,3000,0
1038,1038,1,0,180000,1,3,1,54,0,0,0,0,0,137260,124500,98182,84598,4834,4371,3849,3405,2887,2402,0
1048,1048,1,0,140000,2,3,2,24,1,2,2,2,0,45739,46468,46371,47297,3821,1775,0,1833,1850,2000,0
1055,1055,0,1,230000,1,2,1,53,2,2,-2,-2,-1,0,0,0,470,0,0,0,0,470,0,1
1062,1062,0,0,50000,1,2,1,49,0,0,0,0,0,8755,8684,4252,5034,1507,3109,2209,2000,2500,3000,0
1065,1065,1,1,30000,2,3,1,55,2,0,0,0,0,30393,29785,30155,31098,1600,1585,1377,1155,2600,0,1
1066,1066,0,0,270000,2,2,1,25,0,0,0,0,0,239499,203867,147915,139976,239104,7098,6179,5023,6090,4000,0
1070,1070,0,0,110000,2,1,2,35,0,0,2,2,0,36344,36055,37028,38250,4500,600,1000,1600,2000,2000,0
1072,1072,1,0,150000,2,2,1,44,-1,-1,-1,-1,-1,5104,10318,14441,780,5104,10318,10355,14441,780,66950,0
1076,1076,0,0,100000,1,3,2,47,0,0,0,0,0,95130,60003,4681,76728,3889,2412,1698,679,72809,2748,0
1078,1078,0,0,500000,1,1,2,35,-1,0,-1,-1,0,70011,12976,27425,28506,58761,13976,34828,28289,18175,17500,0
1080,1080,0,0,400000,2,3,1,39,1,-1,-1,-1,-1,3500,471,2371,1949,3603,471,203,2574,1949,1040,0
1081,1081,0,0,100000,2,2,2,29,0,0,0,0,0,49560,40183,8322,6182,1908,2000,1000,2000,3000,5000,0
1083,1083,0,1,60000,2,1,2,30,2,2,2,2,2,33895,36530,37893,37131,0,3200,1500,1500,0,1700,1
1087,1087,1,0,410000,2,2,1,41,0,0,0,0,0,363666,369776,369358,368043,14600,15500,14000,13580,14000,19000,0
1091,1091,0,0,70000,2,2,2,38,0,0,0,0,0,23606,24619,25634,26143,1397,1410,898,931,936,970,0
1092,1092,0,0,250000,1,1,2,31,0,0,0,0,0,198490,169014,168110,168505,6845,5945,5919,6000,6059,5837,0
1093,1093,0,0,210000,1,3,1,29,1,2,0,0,0,194040,199393,195990,194136,0,10000,7000,8000,8000,7200,0
1100,1100,0,0,110000,1,1,1,50,0,0,0,0,0,38210,40259,42913,44197,2000,3000,2000,2000,2000,2000,0
1101,1101,1,0,210000,2,3,2,46,1,2,0,0,-1,5579,20079,2310,241,13,17309,0,2310,241,4000,0
1104,1104,0,0,150000,2,3,2,28,-2,-1,-1,-1,-1,2292,240,3486,5390,6876,240,683,3486,5390,1200,0
1107,1107,0,0,200000,2,1,1,41,-2,-2,-2,-2,-2,0,0,0,0,0,0,1115,0,0,0,0
1109,1109,1,0,80000,1,2,1,54,0,0,0,0,0,79463,79761,29898,30364,4000,3500,1100,1100,1200,1000,0
1115,1115,0,0,50000,1,3,1,54,0,0,0,0,0,39681,40717,42857,45581,2000,2000,1642,2000,3600,0,0
1123,1123,0,0,50000,1,2,2,26,0,0,0,0,0,49629,48868,49780,49980,2571,1200,1000,40000,1000,0,0
1125,1125,0,0,100000,2,2,2,29,-2,-1,0,0,0,85276,88498,92485,95630,10000,4000,2600,3000,4000,5000,0
1136,1136,0,0,60000,2,2,2,31,0,0,0,0,0,61279,61017,29526,29201,3200,2535,2331,0,1073,2134,0
1137,1137,0,0,50000,1,2,2,31,-1,-1,-1,0,-1,0,18171,390,16526,0,18171,341,0,16526,324,0
1140,1140,0,0,230000,2,3,2,47,0,0,0,0,0,121855,102074,96616,95849,10000,5000,4000,4000,5000,4000,0
1141,1141,0,0,20000,1,2,2,25,0,0,0,-2,0,4129,0,3244,3314,1000,0,0,3244,124,66,0
1142,1142,0,0,30000,2,1,2,25,0,0,2,0,2,20449,19798,21435,19239,3000,0,700,1500,0,323,0
1150,1150,0,0,50000,1,2,1,52,-1,2,0,0,0,1532,3106,780,0,0,2000,5,0,0,0,0
1155,1155,0,0,20000,1,3,1,47,1,2,0,0,2,19137,19857,19279,9537,0,1200,0,9537,0,0,0
1171,1171,1,0,140000,2,1,2,28,0,0,2,0,0,13614,13103,15189,16275,4800,0,1500,1500,1500,1500,0
1174,1174,0,0,180000,2,1,2,32,-1,-1,-1,-1,-1,666,666,666,666,666,666,666,666,666,666,0
1177,1177,0,0,50000,2,2,2,35,0,0,0,0,0,15694,16431,17581,18089,1700,1300,900,800,800,900,0
1179,1179,0,0,50000,1,2,2,38,0,0,0,0,0,50889,49697,9368,9554,2042,1150,329,340,342,354,0
1193,1193,1,0,270000,2,2,2,34,-1,-1,-1,-1,-1,3376,2958,5885,3129,3406,2983,4172,5912,3143,0,0
1197,1197,0,0,80000,2,2,1,45,0,0,0,0,0,74516,69485,30595,29033,4100,2507,2140,2000,1500,1000,0
1213,1213,1,0,290000,2,1,1,30,-1,-1,-1,-1,-1,1312,1311,1488,1650,1318,1317,1493,1495,1657,35267,0
1215,1215,0,0,360000,1,1,2,43,-1,-1,-2,-2,-2,2128,960,0,0,2134,982,6858,0,0,0,0
1232,1232,0,0,680000,1,1,2,37,0,0,0,0,0,16088,17806,13810,164969,2700,2400,600,400,161000,5800,0
1236,1236,1,0,30000,1,2,2,54,0,0,0,0,0,24767,27533,25620,390,1700,3400,2528,0,390,780,0
1240,1240,0,0,80000,2,2,1,35,-1,-1,-1,-1,0,9796,13443,396,396,9796,13443,396,396,0,396,0
1243,1243,0,0,160000,2,2,1,45,-2,-2,-2,-2,-2,0,0,0,0,0,0,1468,0,0,0,0
1244,1244,1,1,100000,2,3,1,50,2,2,2,-1,0,99734,99973,66735,68621,0,3000,103000,2500,3000,3000,1
1251,1251,0,0,270000,1,2,2,35,0,0,0,-1,-1,220202,215056,10224,9233,9000,9348,10600,10300,9300,1000,0
1254,1254,0,0,100000,1,2,2,30,0,0,0,0,0,46922,48677,51010,32630,3000,3000,2000,2000,2000,2000,0
1256,1256,0,0,70000,1,3,2,28,1,2,0,0,0,67308,68582,68060,68223,0,3005,2546,2602,2430,2659,0
1261,1261,0,0,150000,1,1,2,37,0,0,0,0,0,44386,46505,51698,52549,3000,2500,3000,3000,1546,2000,0
1264,1264,1,0,150000,2,3,1,43,-1,-1,2,0,-1,948,632,316,1414,1000,0,0,316,1414,0,0
1276,1276,1,0,20000,1,1,2,26,-1,-1,-1,-1,-1,416,416,416,982,416,416,416,416,982,0,0
1281,1281,0,0,200000,2,1,2,31,0,0,0,0,0,41031,45929,49723,50896,3031,5929,3500,2000,2000,11028,0
1283,1283,0,0,140000,2,5,2,36,0,0,0,0,0,83650,80037,102587,98251,4182,4000,4000,98000,4000,3500,0
1285,1285,0,0,440000,2,2,2,26,0,0,0,0,0,90462,78267,51812,25064,3513,3017,2037,2019,3010,3004,0
1288,1288,0,0,470000,1,2,1,41,-2,-2,-2,-2,-1,12242,32463,13711,8294,12300,32520,34,68,8334,45684,0
1295,1295,0,0,300000,1,2,2,41,0,0,0,-1,2,31159,18580,6297,977,1472,1000,1410,6297,0,19480,0
1296,1296,0,0,320000,2,1,2,30,0,0,0,0,0,90354,88467,83530,90573,5017,4057,4014,8531,15005,5033,0
1301,1301,0,1,60000,1,3,2,36,3,2,0,0,0,55339,55751,34195,33499,0,2141,2000,2000,2000,2000,1
1307,1307,0,0,70000,2,1,2,23,-1,-1,-1,-1,-1,3128,4719,1610,690,3128,4722,0,1610,0,10909,0
1313,1313,0,0,320000,1,2,2,32,0,0,0,0,0,23412,25331,26800,28817,3000,3000,1500,2000,3000,2000,0
1318,1318,0,0,80000,1,3,1,45,0,0,0,0,0,26437,26686,28345,27279,1490,2000,2000,3000,5000,865,0
1321,1321,0,0,390000,2,1,2,31,-2,-2,-2,-2,-2,6266,12578,48090,17013,6266,12581,7650,48090,28973,17271,0
1323,1323,0,0,360000,2,1,1,42,0,0,0,0,0,186961,201703,194373,207022,10005,20117,15018,10027,20057,17000,0
1339,1339,0,0,80000,2,1,2,23,0,0,0,-2,-2,4777,0,0,0,1600,0,0,0,0,0,0
1342,1342,0,0,200000,2,1,1,34,-2,-2,-2,-2,-2,6794,10430,2522,934,6817,10671,3576,2522,934,7764,0
1347,1347,0,0,220000,2,2,1,49,0,0,0,0,0,170697,168041,160806,158866,7583,7461,5809,5608,6500,6100,0
1348,1348,0,0,630000,1,1,2,40,0,0,0,0,0,444370,455286,334558,341439,18000,20000,12000,13000,13022,13016,0
1349,1349,0,0,300000,2,1,2,34,-1,-1,-1,-1,-1,5000,3744,3425,11860,5032,3744,8059,3425,11860,7595,0
1350,1350,1,0,10000,2,2,2,49,1,2,0,0,0,5011,5728,2782,1309,0,1000,0,0,0,0,0
1351,1351,0,0,50000,1,2,2,29,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
1352,1352,1,0,280000,2,1,1,39,-1,0,-1,-1,-1,5851,430,775,580,1000,430,2041,775,580,1029,0
1358,1358,1,1,20000,2,2,1,22,2,2,2,0,0,19143,18391,11798,0,3000,0,371,1236,0,0,1
1365,1365,0,0,120000,1,1,1,46,0,0,2,2,2,17325,17936,19091,19629,3200,1200,1200,1000,1000,0,0
1366,1366,0,0,20000,2,2,1,47,0,0,0,0,2,17352,17667,20499,20718,1280,1293,813,2770,703,0,0
1369,1369,0,1,180000,2,2,2,27,2,2,2,2,0,127881,128491,126154,130064,6000,4575,0,4600,6000,3100,1
1375,1375,0,0,50000,1,2,2,24,-1,-1,-1,-1,-1,0,1978,8602,7201,0,30300,14207,602,7201,383,0
1376,1376,0,0,30000,2,3,2,50,-2,-2,-2,-2,2,0,0,7092,6832,0,0,0,7092,0,0,0
1389,1389,0,0,220000,1,1,1,39,0,0,0,0,0,151004,152786,118310,119147,100000,8000,6000,5000,5000,5000,0
1392,1392,0,0,170000,2,1,2,30,-1,0,-1,-1,-1,1280,590,2160,145564,1000,590,1168,1582,145564,5069,0
1398,1398,0,0,360000,2,2,1,35,0,0,0,-1,0,2461,0,2599,3941,1012,0,277,2602,2019,1123,0
1399,1399,0,1,20000,1,3,1,51,2,0,0,0,0,15837,16852,17546,17895,1264,1279,615,635,639,664,1
1400,1400,0,0,50000,2,1,2,23,0,0,0,0,2,32703,22851,10060,7737,1544,1000,0,3361,0,100,0
1403,1403,1,0,70000,2,2,1,44,0,0,0,0,0,6642,8361,11038,11848,2500,2000,2000,1000,1000,1000,0
1411,1411,0,0,210000,2,2,2,45,-2,-2,-2,-2,-2,2050,416,416,416,2050,416,416,416,416,416,0
1416,1416,0,0,60000,2,1,2,25,0,0,0,0,0,58559,60586,39615,39334,3000,3800,3300,1900,1600,1500,0
1418,1418,0,0,80000,2,1,2,29,-2,-2,-1,2,3,0,317,1521,1204,0,317,0,1204,0,0,0
1421,1421,0,0,200000,1,1,2,31,0,0,0,0,0,6777,7957,76187,74900,1900,3008,3500,73000,2700,3800,0
1422,1422,0,0,230000,2,2,2,28,0,0,0,0,0,17667,20345,41352,11032,6000,3500,20000,2000,1500,8000,0
1425,1425,0,0,90000,2,1,2,33,0,0,0,0,0,87993,17316,18559,19097,9000,1500,1000,824,1000,857,0
1429,1429,1,1,210000,2,1,1,37,2,2,2,2,2,77985,79104,81462,83366,3700,3000,3200,2500,3400,4300,1
1431,1431,0,0,50000,2,1,1,29,0,0,0,0,0,50035,49388,9598,8382,2200,1192,1000,2000,1000,1500,0
1441,1441,0,0,70000,2,1,2,24,0,0,2,2,2,52650,53099,55409,54366,5000,1900,0,4600,0,2300,0
1450,1450,1,0,60000,2,3,1,50,0,0,0,0,0,61952,60661,17636,31406,3300,2000,900,889,21500,3600,0
1454,1454,0,0,20000,1,2,2,25,0,0,0,0,2,13648,13924,15292,17524,1500,1400,2000,0,2500,0,0
1463,1463,0,0,200000,2,1,2,27,0,0,0,0,0,155693,155290,146719,143317,7194,6760,5018,5370,5294,5300,0
1468,1468,0,0,180000,2,2,1,39,-1,-1,-1,-1,-1,148,148,148,148,148,148,296,0,148,1495,0
1472,1472,1,0,20000,1,2,2,21,0,0,2,0,-2,20997,20200,0,0,5000,0,0,0,0,0,0
1482,1482,0,0,30000,2,1,2,25,0,0,0,0,-2,4972,5873,0,0,1099,1000,120,0,0,0,0
1489,1489,1,1,50000,1,1,2,28,3,2,2,0,0,50467,48964,44067,44760,2121,0,2000,2000,2000,2000,1
1494,1494,0,0,160000,1,2,2,43,-1,-1,0,0,-1,7146,11529,0,780,7545,5000,10000,0,780,0,0
1496,1496,0,1,170000,1,2,1,36,2,2,2,0,0,64683,51184,25292,12646,2000,0,0,0,0,173869,1
1501,1501,0,0,230000,2,2,1,43,0,0,0,0,0,8392,8967,10816,15893,1295,1300,468,2816,5893,5977,0
1502,1502,0,0,220000,2,2,1,30,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
1503,1503,0,0,240000,1,2,1,43,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
1506,1506,0,0,350000,1,1,1,70,0,0,0,0,0,70244,64839,45554,37063,3371,2089,3008,1300,1500,1372,0
1509,1509,0,0,480000,1,3,2,53,0,0,0,0,0,475931,429037,369920,699944,18093,15233,12597,15098,14155,20306,0
1515,1515,0,0,20000,2,2,2,24,0,0,0,0,0,20508,19662,16448,16774,1700,1300,600,600,600,622,0
1518,1518,1,1,190000,1,3,1,49,2,2,2,2,2,179062,177663,185910,191895,5000,3000,7100,8700,9300,9500,1
1525,1525,0,0,160000,2,2,1,37,-1,-1,-2,-1,-2,0,0,0,0,0,0,1188,0,0,1935,0
1540,1540,0,0,110000,2,3,2,28,0,0,2,2,0,87442,82975,80006,80421,4000,6000,12,3100,3200,3000,0
1541,1541,1,0,20000,1,2,2,22,1,2,0,0,0,7948,8958,10150,10727,0,1300,800,1000,900,2130,0
1542,1542,0,0,50000,1,3,2,22,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
1546,1546,1,0,240000,2,2,1,44,-1,-1,-1,-1,-1,7458,2329,2404,4243,7458,2335,4267,2404,4243,2952,0
1551,1551,1,0,170000,1,2,1,48,0,0,0,0,0,96284,97322,101590,111679,4371,3533,3716,3934,12030,0,0
1556,1556,1,0,340000,1,1,1,52,-2,-2,-2,-2,-2,33652,35192,10766,33887,33670,35212,30000,10766,33905,30200,0
1557,1557,0,0,50000,1,1,2,37,0,0,0,0,0,38492,36453,30167,29613,1976,1564,1170,1055,1052,1022,0
1566,1566,0,0,50000,1,1,2,29,0,0,0,0,0,2632,3355,3640,3512,1000,1186,500,1000,500,1000,0
1567,1567,0,0,280000,2,2,1,37,0,0,0,0,0,30144,32629,35759,42317,1515,3000,3000,1292,7147,1415,0
1572,1572,0,0,150000,1,2,1,33,1,2,2,0,2,11510,12022,13868,13502,3001,1000,1000,1700,0,1000,0
1573,1573,0,0,110000,2,2,1,40,0,0,0,2,0,85418,38333,38199,38957,3700,4890,0,1535,1545,1500,0
1593,1593,0,0,180000,1,2,1,44,0,0,0,0,0,69994,70204,73296,73369,8000,3000,3000,5000,2595,3000,0
1597,1597,0,0,150000,2,2,1,37,-1,2,2,-2,-1,794,2756,2430,4840,0,2772,0,2430,4844,0,0
1598,1598,0,0,110000,2,1,2,29,0,0,2,0,0,109443,106637,92417,90730,7845,4000,4000,3500,9500,9600,0
1602,1602,0,0,150000,2,1,1,31,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
1604,1604,0,0,260000,2,2,2,38,-2,-2,-2,-2,-2,-2,725,0,585,0,727,2074,0,585,0,0
1615,1615,0,0,360000,1,2,1,44,0,0,0,0,0,138566,142337,147152,149460,5000,5000,8600,0,5000,5000,0
1616,1616,1,0,320000,1,1,1,35,1,-2,-2,-2,-2,2594,2691,291,291,2594,2691,291,291,291,3124,0
1628,1628,1,0,50000,2,2,1,47,0,0,0,0,0,45128,3837,4146,4225,2355,1064,140,296,296,301,0
1629,1629,0,1,140000,2,3,1,31,2,2,2,2,2,92588,91936,94952,95234,5000,1800,5000,1900,4700,0,1
1635,1635,0,0,170000,2,2,1,50,0,0,0,0,0,176155,171665,61234,42484,7262,5586,2272,2998,39321,1390,0
1637,1637,0,0,50000,1,2,1,49,0,0,0,0,0,49749,48589,20239,20059,3000,2000,1900,1004,1600,700,0
1639,1639,1,0,70000,2,1,2,34,1,3,2,0,0,71272,69405,34995,36025,2000,0,1220,1500,1725,0,0
1644,1644,0,0,200000,1,1,2,29,-1,-1,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
1647,1647,1,0,50000,2,1,2,27,1,2,2,2,2,35922,39319,42764,41926,0,4000,0,5000,0,5000,0
1653,1653,0,0,30000,1,1,1,34,-1,-1,-1,-2,-2,2500,0,0,0,2500,0,0,0,0,0,0
1659,1659,0,0,190000,2,2,2,31,-1,-1,-1,-1,-1,0,4251,0,6732,0,4251,0,0,6732,11306,0
1662,1662,1,0,30000,2,2,1,39,-1,-1,-1,-1,-1,223,223,223,675,223,223,223,223,675,10473,0
1667,1667,0,1,90000,2,2,1,36,2,2,2,2,2,50206,50781,52607,53784,2000,1700,2200,1750,2200,2000,1
1669,1669,0,0,100000,1,2,2,30,-2,-2,-2,-2,-2,1170,0,1756,0,1475,0,0,1756,0,0,0
1675,1675,0,0,440000,1,1,1,37,-1,-1,-1,-1,-1,8369,16786,600,3596,8369,16786,396,600,3596,4095,0
1677,1677,0,0,300000,1,1,2,31,-1,-1,-1,-1,-1,5401,2444,390,1424,5401,2444,578,390,1424,390,0
1681,1681,1,0,220000,2,2,2,31,-1,-1,-2,-1,-2,0,0,0,0,0,0,110699,0,0,0,0
1694,1694,0,0,190000,2,2,2,53,0,0,0,0,0,133198,131891,135008,136486,6300,5000,5000,5000,5100,5000,0
1698,1698,0,0,180000,2,3,1,45,-1,-1,-1,-1,-1,396,396,396,396,396,396,396,396,396,396,0
1711,1711,1,0,100000,2,1,2,30,0,0,0,0,0,32903,42283,50583,52588,5000,10000,10000,0,2846,1936,0
1712,1712,0,0,310000,1,2,1,64,-1,-1,-1,0,-1,0,10124,7958,0,0,10124,6,7958,0,0,0
1714,1714,0,0,390000,2,1,1,38,0,0,0,0,0,167501,134282,131529,135242,9000,7027,5000,5000,6000,5000,0
1716,1716,0,0,50000,2,2,1,26,0,0,0,0,0,43522,43193,19182,19447,2300,2349,800,835,726,361,0
1719,1719,0,0,250000,2,2,1,45,-2,-2,-2,-2,-2,37494,41300,0,0,2500,5300,0,0,0,0,0
1722,1722,0,0,90000,1,1,2,27,0,0,0,2,2,57897,63686,66637,67882,2800,7400,3200,2600,2500,2500,0
1724,1724,0,0,160000,2,1,2,27,0,0,-2,-1,-1,0,6000,4168,2067,0,6000,15866,4168,2067,11826,0
1726,1726,0,0,330000,2,1,2,26,0,0,0,0,0,38323,32726,28908,20777,2213,5000,20000,1000,672,1200,0
1727,1727,0,0,50000,2,3,1,54,1,2,0,0,0,59153,56275,51740,49043,0,2031,1918,1993,1614,1789,0
1731,1731,1,0,150000,2,1,1,31,-2,-2,-2,-2,-2,1408,0,0,0,1408,0,0,0,0,4400,0
1733,1733,0,0,130000,2,3,1,33,0,0,0,0,0,125283,120957,42648,43495,5100,3085,1493,1548,1556,1700,0
1737,1737,1,1,80000,2,2,2,29,2,0,0,0,0,75500,69313,66800,68693,2661,2509,2500,3000,3000,3000,1
1744,1744,0,0,90000,1,1,2,32,-1,-1,-1,-1,2,1485,25558,1677,1480,1498,25572,1443,257,0,58,0
1752,1752,1,1,10000,1,2,2,38,2,2,3,3,3,1050,1050,1050,1050,0,0,0,0,0,0,1
1753,1753,0,0,60000,2,2,1,38,-2,-2,-2,-2,-2,30500,0,52829,41404,30500,0,0,52829,41404,22401,0
1755,1755,0,0,50000,1,2,2,27,0,0,0,0,0,18794,19062,19849,20287,1311,1299,680,703,750,626,0
1758,1758,0,0,360000,2,1,2,32,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
1763,1763,0,0,20000,1,2,2,27,0,0,0,0,-2,20144,19106,0,0,2458,1200,386,1000,0,0,0
1765,1765,0,0,130000,2,1,2,26,1,2,2,2,2,21146,23647,24315,23155,0,3500,0,2000,0,2000,0
1770,1770,1,0,50000,2,2,1,46,-1,-1,-1,-1,-1,1436,3220,5085,1050,1440,3224,6621,5396,1050,0,0
1776,1776,1,1,80000,2,2,1,37,2,2,2,2,2,16893,17834,18470,18023,2200,1500,0,1500,0,1600,1
1782,1782,0,0,30000,2,3,1,48,0,0,0,0,0,27035,27876,25896,25481,2000,1800,1500,1500,1500,1500,0
